49
25,22,2.84
25,23,2.84
18,10,2.32
10,26,2.03
26,8,2.03
17,21,2.24
21,24,2.84
24,20,2.84
20,16,2.24
16,7,2.32
25,15,3.0
15,28,2.24
28,3,2.24
9,3,1.93
22,28,3.59
2,11,3.0
2,3,2.24
2,5,2.24
7,5,1.93
16,27,3.18
24,12,3.0
21,12,3.75
21,29,3.59
17,29,3.18
8,6,1.93
26,4,2.24
10,30,3.65
18,15,4.58
14,13,2.0
29,13,2.24
12,1,3.16
18,30,3.18
30,4,2.24
4,6,2.0
12,27,2.24
27,5,2.24
5,11,1.41
3,11,1.41
4,14,1.41
30,14,2.24
29,14,2.24
13,12,3.16
30,13,2.24
15,1,3.16
28,1,2.24
11,1,2.0
1,27,2.24
16,12,4.58
16,5,3.04
